curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status,cyclic_cut_phi,cyclic_cut_moment,cyclic_cut_phi_abs,cyclic_cut_moment_abs,phi_u_ciclico,Mu_ciclico
positive_bending,V2 (C-B)T,66645.94874444362,479.4250238247649,0.007193610907440721,428.92182469669683,0.0064358274250309435,525.358,0.114283,479.4250238247649,0.007193610907440721,525.358,0.114283,287.6550142948589,0.0043161665444644325,526.007,0.103894,55.5244000795,55.52519863632717,1.4382088343634422e-05,1.4382088343634422e-05,15.88673636515303,converged,,,,,,
negative_bending,V2 (C-B)T-INV,64741.36514526844,490.3167150630126,0.007573468893694574,304.96889982097434,0.004710572585806258,511.812,0.078057,-490.3167150630126,-0.007573468893694574,-511.812,-0.078057,294.19002903780756,0.004544081336216744,511.812,0.078057,37.17508600800001,37.173484425126986,-4.308215649258092e-05,4.308215649258092e-05,10.306637697421289,converged,,,,,,
