curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status,cyclic_cut_phi,cyclic_cut_moment,cyclic_cut_phi_abs,cyclic_cut_moment_abs,phi_u_ciclico,Mu_ciclico
positive_bending,V3 (C-B)T,39052.21609464714,184.9102423684737,0.004734948765015648,458.09782932567964,0.011730392667484773,227.654,0.098042,184.9102423684737,0.004734948765015648,227.654,0.098042,110.94614542108421,0.0028409692590093886,227.654,0.098042,19.685576374000004,19.685346712069514,-1.1666507808902138e-05,1.1666507808902138e-05,20.70603186340412,converged,,,,,,
negative_bending,V3 (C-B)T-INV,47476.01898155808,306.3723643928786,0.00645320250023255,-58.2237064807696,-0.0012263813969614096,300.699,0.103894,-306.3723643928786,-0.00645320250023255,-300.699,-0.103894,183.82341863572714,0.003871921500139529,316.228,0.09444899999999999,30.5654973015,30.56530039680815,-6.442057523397743e-06,6.442057523397743e-06,16.09960325842185,converged,,,,,,
