curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status
positive_bending,"V2 (2-3, C-D y A-B)L",67176.01864154756,486.25058479695934,0.007238454952080461,372.96440471303856,0.0055520468800508,530.437,0.125712,486.25058479695934,0.007238454952080461,530.437,0.125712,291.7503508781756,0.004343072971248277,531.501,0.114283,61.98618079249999,61.98514266528932,-1.6747720175647254e-05,1.6747720175647254e-05,17.36724215764693,converged
negative_bending,"V2 (2-3, C-D y A-B)L-INV",65172.362466556275,491.1370657631527,0.007535971494284616,302.4336809710428,0.004640520452611168,512.465,0.078057,-491.1370657631527,-0.007535971494284616,-512.465,-0.078057,294.6822394578916,0.00452158289657077,512.465,0.078057,37.237351219999994,37.23812240772793,2.0710058655316735e-05,2.0710058655316735e-05,10.357921345535809,converged
