curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status
positive_bending,V2,55476.4568779097,436.0138582516503,0.007859439531461275,358.3187944301964,0.006458934376771207,463.964,0.085863,436.0138582516503,0.007859439531461275,463.964,0.085863,261.6083149509902,0.0047156637188767656,463.964,0.085863,36.815206709499996,36.81415092014328,-2.867807765010132e-05,2.867807765010132e-05,10.924824811780926,converged
negative_bending,V2-INV,55476.4568779097,436.0138582516503,0.007859439531461275,358.3187944301964,0.006458934376771207,463.964,0.085863,-436.0138582516503,-0.007859439531461275,-463.964,-0.085863,261.6083149509902,0.0047156637188767656,463.964,0.085863,36.815206709499996,36.81415092014328,-2.867807765010132e-05,2.867807765010132e-05,10.924824811780926,converged
