curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status
positive_bending,V1 (2-3)T,97160.76102406645,689.2951412282457,0.007094377750473869,448.19327898663585,0.0046129041627784246,748.093,0.138283,689.2951412282457,0.007094377750473869,748.093,0.138283,413.5770847369474,0.0042566266502843215,753.754,0.085863,96.72878077450001,96.72954499949013,7.900699088749736e-06,7.900699088749736e-06,19.49191385964236,converged
negative_bending,V1 (2-3)T-INV,115432.64328839895,899.415,0.00779168677401665,-1112.945454203259,-0.00964151406827492,829.111,0.070961,-899.415,-0.00779168677401665,-829.111,-0.070961,539.649,0.0046750120644099905,899.415,0.033104,58.5893857035,58.098880136554136,-0.008371918583139567,0.008371918583139567,9.10727061521998,best_effort
