curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status,cyclic_cut_phi,cyclic_cut_moment,cyclic_cut_phi_abs,cyclic_cut_moment_abs,phi_u_ciclico,Mu_ciclico
positive_bending,V1 (2-3)T,98800.48671490034,641.3091019203841,0.006490950836820795,1416.6813036216686,0.014338808954551592,753.754,0.085863,641.3091019203841,0.006490950836820795,753.754,0.085863,384.7854611522305,0.0038945705020924765,753.754,0.085863,57.44699349000001,57.44586148156647,-1.9705268540133898e-05,1.9705268540133898e-05,13.228108201487299,converged,0.085863,753.754,0.085863,753.754,0.085863,753.754
negative_bending,V1 (2-3)T-INV,115432.64328839895,899.415,0.00779168677401665,-1112.945454203259,-0.00964151406827492,829.111,0.070961,-899.415,-0.00779168677401665,-829.111,-0.070961,539.649,0.0046750120644099905,899.415,0.033104,58.5893857035,58.098880136554136,-0.008371918583139567,0.008371918583139567,9.10727061521998,best_effort,,,,,,
