0.00000000	0.11080059
0.01000000	0.13159536
0.02000000	0.15239013
0.03000000	0.17318491
0.04000000	0.19397968
0.05000000	0.21477445
0.06000000	0.22871654
0.07000000	0.22871654
0.08000000	0.22871654
0.09000000	0.22871654
0.10000000	0.22871654
0.11000000	0.22871654
0.12000000	0.22871654
0.13000000	0.22871654
0.14000000	0.22871654
0.15000000	0.22871654
0.16000000	0.22871654
0.17000000	0.22871654
0.18000000	0.22871654
0.19000000	0.22871654
0.20000000	0.22871654
0.21000000	0.22871654
0.22000000	0.22871654
0.23000000	0.22871654
0.24000000	0.22871654
0.25000000	0.22871654
0.26000000	0.22871654
0.27000000	0.22871654
0.28000000	0.22871654
0.29000000	0.22360832
0.30000000	0.21615471
0.31000000	0.20918198
0.32000000	0.20264504
0.33000000	0.19650428
0.34000000	0.19072474
0.35000000	0.18527547
0.36000000	0.18012892
0.37000000	0.17526058
0.38000000	0.17064845
0.39000000	0.16627285
0.40000000	0.16211603
0.41000000	0.15816198
0.42000000	0.15439622
0.43000000	0.15080561
0.44000000	0.14737821
0.45000000	0.14410314
0.46000000	0.14097046
0.47000000	0.13797109
0.48000000	0.13509669
0.49000000	0.13233962
0.50000000	0.12969283
0.51000000	0.12714983
0.52000000	0.12470464
0.53000000	0.12235172
0.54000000	0.12008595
0.55000000	0.11790257
0.56000000	0.11579717
0.57000000	0.11376564
0.58000000	0.11180416
0.59000000	0.10990917
0.60000000	0.10807735
0.61000000	0.10630559
0.62000000	0.10459099
0.63000000	0.10293081
0.64000000	0.10132252
0.65000000	0.09976371
0.66000000	0.09825214
0.67000000	0.09678569
0.68000000	0.09536237
0.69000000	0.09398031
0.70000000	0.09263773
0.71000000	0.09133298
0.72000000	0.09006446
0.73000000	0.08883070
0.74000000	0.08763029
0.75000000	0.08646188
0.76000000	0.08532423
0.77000000	0.08421612
0.78000000	0.08313643
0.79000000	0.08208407
0.80000000	0.08105802
0.81000000	0.08005730
0.82000000	0.07908099
0.83000000	0.07812821
0.84000000	0.07719811
0.85000000	0.07628990
0.86000000	0.07540281
0.87000000	0.07453611
0.88000000	0.07368911
0.89000000	0.07286114
0.90000000	0.07205157
0.91000000	0.07125979
0.92000000	0.07048523
0.93000000	0.06972733
0.94000000	0.06898555
0.95000000	0.06825938
0.96000000	0.06754835
0.97000000	0.06685197
0.98000000	0.06616981
0.99000000	0.06550143
1.00000000	0.06484641
1.01000000	0.06420437
1.02000000	0.06357491
1.03000000	0.06295768
1.04000000	0.06235232
1.05000000	0.06175849
1.06000000	0.06117586
1.07000000	0.06060412
1.08000000	0.06004297
1.09000000	0.05949212
1.10000000	0.05895128
1.11000000	0.05842019
1.12000000	0.05789858
1.13000000	0.05738621
1.14000000	0.05688282
1.15000000	0.05638819
1.16000000	0.05590208
1.17000000	0.05542428
1.18000000	0.05495459
1.19000000	0.05449278
1.20000000	0.05403868
1.21000000	0.05359208
1.22000000	0.05315280
1.23000000	0.05272066
1.24000000	0.05229549
1.25000000	0.05187713
1.26000000	0.05146541
1.27000000	0.05106017
1.28000000	0.05066126
1.29000000	0.05026854
1.30000000	0.04988186
1.31000000	0.04950108
1.32000000	0.04912607
1.33000000	0.04875670
1.34000000	0.04839285
1.35000000	0.04803438
1.36000000	0.04768119
1.37000000	0.04733315
1.38000000	0.04699015
1.39000000	0.04665210
1.40000000	0.04631887
1.41000000	0.04599036
1.42000000	0.04566649
1.43000000	0.04534714
1.44000000	0.04503223
1.45000000	0.04472166
1.46000000	0.04441535
1.47000000	0.04411321
1.48000000	0.04381514
1.49000000	0.04352108
1.50000000	0.04323094
1.51000000	0.04294464
1.52000000	0.04266211
1.53000000	0.04238328
1.54000000	0.04210806
1.55000000	0.04183640
1.56000000	0.04156821
1.57000000	0.04130345
1.58000000	0.04104203
1.59000000	0.04078391
1.60000000	0.04052901
1.61000000	0.04027728
1.62000000	0.04002865
1.63000000	0.03978308
1.64000000	0.03954050
1.65000000	0.03930086
1.66000000	0.03906410
1.67000000	0.03883019
1.68000000	0.03859906
1.69000000	0.03837066
1.70000000	0.03814495
1.71000000	0.03792188
1.72000000	0.03770140
1.73000000	0.03748348
1.74000000	0.03726805
1.75000000	0.03705509
1.76000000	0.03684455
1.77000000	0.03663639
1.78000000	0.03643057
1.79000000	0.03622705
1.80000000	0.03602578
1.81000000	0.03582675
1.82000000	0.03562990
1.83000000	0.03543520
1.84000000	0.03524262
1.85000000	0.03505212
1.86000000	0.03486366
1.87000000	0.03467723
1.88000000	0.03449277
1.89000000	0.03431027
1.90000000	0.03412969
1.91000000	0.03395100
1.92000000	0.03377417
1.93000000	0.03359918
1.94000000	0.03342599
1.95000000	0.03325457
1.96000000	0.03308490
1.97000000	0.03291696
1.98000000	0.03275071
1.99000000	0.03258614
2.00000000	0.03242321
2.01000000	0.03226190
2.02000000	0.03210218
2.03000000	0.03194405
2.04000000	0.03178746
2.05000000	0.03163240
2.06000000	0.03147884
2.07000000	0.03132677
2.08000000	0.03117616
2.09000000	0.03102699
2.10000000	0.03087924
2.11000000	0.03073290
2.12000000	0.03058793
2.13000000	0.03044433
2.14000000	0.03030206
2.15000000	0.03016112
2.16000000	0.03002149
2.17000000	0.02988314
2.18000000	0.02974606
2.19000000	0.02961023
2.20000000	0.02947564
2.21000000	0.02934227
2.22000000	0.02921010
2.23000000	0.02907911
2.24000000	0.02894929
2.25000000	0.02882063
2.26000000	0.02869310
2.27000000	0.02856670
2.28000000	0.02844141
2.29000000	0.02831721
2.30000000	0.02819409
2.31000000	0.02807204
2.32000000	0.02795104
2.33000000	0.02783108
2.34000000	0.02771214
2.35000000	0.02759422
2.36000000	0.02747729
2.37000000	0.02736136
2.38000000	0.02724639
2.39000000	0.02713239
2.40000000	0.02701934
2.41000000	0.02690723
2.42000000	0.02679604
2.43000000	0.02668577
2.44000000	0.02657640
2.45000000	0.02646792
2.46000000	0.02636033
2.47000000	0.02625361
2.48000000	0.02614775
2.49000000	0.02604274
2.50000000	0.02593857
2.51000000	0.02583522
2.52000000	0.02573270
2.53000000	0.02563099
2.54000000	0.02553008
2.55000000	0.02542997
2.56000000	0.02533063
2.57000000	0.02523207
2.58000000	0.02513427
2.59000000	0.02503723
2.60000000	0.02494093
2.61000000	0.02484537
2.62000000	0.02475054
2.63000000	0.02465643
2.64000000	0.02456304
2.65000000	0.02447034
2.66000000	0.02437835
2.67000000	0.02428705
2.68000000	0.02419642
2.69000000	0.02410647
2.70000000	0.02401719
2.71000000	0.02392857
2.72000000	0.02384059
2.73000000	0.02375326
2.74000000	0.02366657
2.75000000	0.02358051
2.76000000	0.02349508
2.77000000	0.02341026
2.78000000	0.02332605
2.79000000	0.02324244
2.80000000	0.02315943
2.81000000	0.02307702
2.82000000	0.02299518
2.83000000	0.02291393
2.84000000	0.02283324
2.85000000	0.02275313
2.86000000	0.02267357
2.87000000	0.02259457
2.88000000	0.02251612
2.89000000	0.02243821
2.90000000	0.02236083
2.91000000	0.02228399
2.92000000	0.02220768
2.93000000	0.02213188
2.94000000	0.02205660
2.95000000	0.02198183
2.96000000	0.02190757
2.97000000	0.02183381
2.98000000	0.02176054
2.99000000	0.02168776
3.00000000	0.02161547
3.01000000	0.02154366
3.02000000	0.02147232
3.03000000	0.02140146
3.04000000	0.02133106
3.05000000	0.02126112
3.06000000	0.02119164
3.07000000	0.02112261
3.08000000	0.02105403
