curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status,cyclic_cut_phi,cyclic_cut_moment,cyclic_cut_phi_abs,cyclic_cut_moment_abs,phi_u_ciclico,Mu_ciclico
positive_bending,"V2 (2-3, C-D y A-B)L",67304.6991460764,480.2912667233446,0.00713607330271149,477.9393572466441,0.007101129093666056,531.501,0.114283,480.2912667233446,0.00713607330271149,531.501,0.114283,288.17476003400674,0.004281643981626893,531.501,0.114283,55.91773609149999,55.918912760739765,2.1042862641116965e-05,2.1042862641116965e-05,16.014829886427307,converged,0.114283,531.501,0.114283,531.501,0.114283,531.501
negative_bending,"V2 (2-3, C-D y A-B)L-INV",65172.362466556275,491.1370657631527,0.007535971494284616,302.4336809710428,0.004640520452611168,512.465,0.078057,-491.1370657631527,-0.007535971494284616,-512.465,-0.078057,294.6822394578916,0.00452158289657077,512.465,0.078057,37.237351219999994,37.23812240772793,2.0710058655316735e-05,2.0710058655316735e-05,10.357921345535809,converged,,,,,,
