curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status,cyclic_cut_phi,cyclic_cut_moment,cyclic_cut_phi_abs,cyclic_cut_moment_abs,phi_u_ciclico,Mu_ciclico
positive_bending,V2 (D-C y B-A)T,74492.84903863557,505.98698779755955,0.006792423626261501,759.9271950912835,0.010201344221606408,587.672,0.114283,505.98698779755955,0.006792423626261501,587.672,0.114283,303.5921926785357,0.0040754541757568995,588.787,0.103894,60.49485179999999,60.49745646258807,4.3055937994324974e-05,4.3055937994324974e-05,16.82506956105453,converged,0.114283,587.672,0.114283,587.672,0.114283,587.672
negative_bending,V2 (D-C y B-A)T-INV,76235.30523115279,537.3256503700741,0.007048252102367151,232.0185909161087,0.0030434532951971005,553.801,0.078057,-537.3256503700741,-0.007048252102367151,-553.801,-0.078057,322.39539022204445,0.004228951261420291,556.138,0.048466999999999996,40.63399613500001,40.633371942696925,-1.536133195002174e-05,1.536133195002174e-05,11.074660620295436,converged,,,,,,
