curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status
positive_bending,V3 (D-C Y B-A)T,44933.812474718296,188.30207745549112,0.004190654366607285,697.8949562813573,0.015531621241220588,232.701,0.067809,188.30207745549112,0.004190654366607285,232.701,0.067809,112.98124647329466,0.002514392619964371,232.701,0.067809,13.786773427499998,13.786314108707755,-3.331590198815425e-05,3.331590198815425e-05,16.181005176739866,converged
negative_bending,V3 (D-C Y B-A)T-INV,63661.52638030632,368.871874814963,0.0057942668953830405,-252.89487443695126,-0.003972491531638554,350.597,0.078057,-368.871874814963,-0.0057942668953830405,-350.597,-0.078057,221.3231248889778,0.003476560137229824,370.138,0.06451000000000001,27.064349169499998,27.064064685355483,-1.0511397955060215e-05,1.0511397955060215e-05,13.471419492636247,converged
