curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status
positive_bending,VIGA T-P2,110722.42001986074,386.54865528105626,0.00349115071014271,1431.912738275249,0.0129324552156501,484.865,0.07215200000000001,386.54865528105626,0.00349115071014271,484.865,0.07215200000000001,231.92919316863373,0.0020946904260856257,484.865,0.07215200000000001,30.590550183999998,30.590750633382715,6.55265699739133e-06,6.55265699739133e-06,20.667111216476417,converged
negative_bending,VIGA T - INV- P2,119309.96981172638,449.87262412482494,0.003770620551113485,648.7785335562697,0.005437756246020813,505.601,0.08966800000000001,-449.87262412482494,-0.003770620551113485,-505.601,-0.08966800000000001,269.92357447489496,0.002262372330668091,505.601,0.08966800000000001,41.8863500035,41.88448970338064,-4.441303955120625e-05,4.441303955120625e-05,23.78070102374013,converged
