curve_id,curve_name,Ke,My,phi_y,Kp,alpha,Mu,phi_u,signed_My,signed_phi_y,signed_Mu,signed_phi_u,M_60My,phi_60My,M_peak,phi_peak,A_real,A_bilinear,relative_error,absolute_relative_error,ductility_phi,status
positive_bending,V2 (C-B)L,62967.59517330414,461.0770981696339,0.007322450490615418,441.0605612808035,0.0070045641741102475,503.671,0.103894,461.0770981696339,0.007322450490615418,503.671,0.103894,276.64625890178036,0.004393470294369251,503.671,0.103894,48.2731833215,48.271716475088596,-3.0386361753576645e-05,3.0386361753576645e-05,14.188419591658883,converged
negative_bending,V2 (C-B)L-INV,61469.64458368968,475.6474654230846,0.007737924444568736,320.30093281843546,0.005210717175733011,500.671,0.085863,-475.6474654230846,-0.007737924444568736,-500.671,-0.085863,285.38847925385073,0.004642754666741241,500.671,0.085863,39.977038219499995,39.97773901351782,1.752991339619169e-05,1.752991339619169e-05,11.096386455448966,converged
